id,Name,PS Intelligence,PS Strength,PS Speed,PS Durability,PS Power,PS Combat,Overall PS,Gender,Race,Height,Weight,Full Name,First Appearance,Publisher,Alignment,Occupation,Base,Affiliation,Image,Year
97,Black Canary,63,8,33,20,52,80,256,Female,Metahuman,170 Cm,59 Kg,Laurel Lance,Justice League Of America (volume 1) #75,Dc Comics,😇,"Detective/crime-fighter, Chairperson Of The Justice League Of America; Former Florist, Judo Instructor","Formerly Oracle's Clock Tower In Gotham City; Formerly Seattle, Washington; Formerly Star City, California; Formerly New York City, New York (as A Member Of The Jsa); Currently Mobile","Birds Of Prey; Formerly Justice League Of America, Justice Society Of America, Justice League Task Force, Justice League International, Team Arrow",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/97-black-canary.jpg,
98,Black Canary,63,8,33,15,45,80,244,Female,Human,165 Cm,58 Kg,Dinah Drake Lance,"Flash Comics #86 (august, 1947)",Dc Comics,😇,"Florist, Former Private Investigator","Gotham City, Park City",Justice Society Of America,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/98-black-canary.jpg,1947.0
99,Black Cat,75,16,33,10,23,70,227,Female,Human,178 Cm,54 Kg,Felicia Hardy,"Amazing Spider-man #194 (july, 1979)",Marvel Comics,😇,"Cat Burglar; Private Investigator, Founder Of Cat's Eye Investigations.",-,Formerly Heroes For Hire,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/99-black-cat.jpg,1979.0
100,Black Flash,44,10,100,80,100,30,364,Male,God / Eternal,Unknown,Unknown,,Flash Vol 2 #138,Dc Comics,😐,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/100-black-flash.jpg,
102,Black Knight Iii,63,10,8,70,43,70,264,Male,Human,183 Cm,86 Kg,Dane Whitman,Avengers #47 (1967),Marvel Comics,😇,"Adventurer, Scientist; Former Crusader",-,"Mi-13; Formerly Avengers, Masters Of Evil (as A Mole), Excalibur, Heroes For Hire, Ultraforce (in The Ultraverse), Defenders, Knights Of Wundagore, Queen's Vengeance, King Richard's Army",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/102-black-knight-iii.jpg,1967.0
103,Black Lightning,50,11,53,28,70,75,287,Male,Unknown,185 Cm,90 Kg,Jefferson Pierce,Black Lightning #1 (april 1977),Dc Comics,😇,"Crime Fighter, High School Teacher, Former Gold-medal-winning Olympic Decathlete, Formerly Secretary Of Education Under Presidents Pete Ross And Lex Luthor.","Chicago, Illinois; Metropolis, The Hall & The Jla Watchtower","Justice League Of America (current), Formerly Presidential Cabinet, The Outsiders (sporadically), Batman's Brother Eye Attack Group",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/103-black-lightning.jpg,1977.0
104,Black Mamba,75,10,35,42,88,65,315,Female,Unknown,170 Cm,52 Kg,Tanya Sealy,Marvel Two-in-one #64,Marvel Comics,😈,"Mercenary, Professional Criminal, Former Call Girl","Mobile, Formerly Serpent Citadel","Serpent Squad, Serpent Society, Bad Girls",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/104-black-mamba.jpg,
105,Black Manta,75,28,50,60,76,85,374,Male,Human,188 Cm,92 Kg,David,"Aquaman #35 (august, 1967)",Dc Comics,😈,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/105-black-manta.jpg,1967.0
106,Black Panther,88,16,30,60,41,100,335,Male,Human,183 Cm,90 Kg,T'challa,Fantastic Four Vol. 1 #52 (1966),Marvel Comics,😇,"King And Chieftain Of Wakanda, Scientist; Former School Teacher","Wakanda, Mobile","Formerly Fantastic Four, Secret Avengers, Avengers, Pendragons, Queen's Vengeance, Former Fantastic Force Financier",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/106-black-panther.jpg,1966.0
107,Black Widow,75,13,33,30,36,100,287,Female,Human,170 Cm,59 Kg,Natasha Romanoff,Tales Of Suspense #52,Marvel Comics,😇,"Adventurer, Intelligence Agent, Former Ballerina",Mobile,"Secret Avengers; Formerly Thunderbolts (as Yelena Belova), Nick Fury, Mighty Avengers, S.h.i.e.l.d., Avengers, Champions Of Los Angeles, Lady Liberators, Kgb, ""marvel Knights"", Partner Of Daredevil, Hawkeye, Boris Turgenov, Logan",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/107-black-widow.jpg,
109,Blackout,63,32,45,80,45,65,330,Male,Demon,191 Cm,104 Kg,,"Ghost Rider Vol 3 #2 (june, 1990)",Marvel Comics,😈,"Assassin, Enforcer",-,Lilin; Deathwatch; Hood's Gang,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/109-blackout.jpg,1990.0
110,Blackwing,38,10,35,32,20,56,191,Male,Unknown,185 Cm,86 Kg,Joseph Manfredi,"Daredevil #118 (february, 1975)",Marvel Comics,😈,-,-,"Heavy Mettle; (formerly) Masters Of Evil, Skeleton Crew, Circus Of Crime; (formerly) Division Leader Of Hydra",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/110-blackwing.jpg,1975.0
111,Blackwulf,50,28,8,30,69,25,210,Male,Alien,188 Cm,88 Kg,Lucian,"Thunderstrike #6 (march, 1994)",Marvel Comics,😐,Freedom Fighter,-,Underground Legion,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/111-blackwulf.jpg,1994.0
112,Blade,63,28,38,50,40,90,309,Male,Vampire,188 Cm,97 Kg,Eric Brooks,Tomb Of Dracula Vol. 1 #10 (1973),Marvel Comics,😇,"Vampire Hunter, Former Private Investigator.",Mobile,"Formerly Noah Van Helsing's Vampire Hunters, Nightstalkers, Midnight Sons, The Nine, Quincy Harker's Vampire Hunters, Ogun Strong's Vampire Hunters, Bloodshadows Gang",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/112-blade.jpg,1973.0
114,Bling!,69,14,12,90,52,28,265,Female,Unknown,168 Cm,68 Kg,Roxanne Washington,X-men #171 (2005),Marvel Comics,😇,-,"Utopia; Formerly Graymalkin Industries, San Francisco, California; Xavier Institute, Salem Center, New York State",-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/114-bling!.jpg,2005.0
115,Blink,50,8,20,28,77,64,247,Female,Mutant,165 Cm,56 Kg,Clarice Ferguson,"Uncanny X-men #317 (october, 1994)",Marvel Comics,😇,"Adventurer, Freedom Fighter","Jean Grey School For Higher Learning, Salem Center, Westchester County, New York; Formerly Black Rome, Necrosha","New Mutants; Formerly X-men, Selene's Inner Circle",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/115-blink.jpg,1994.0
118,Blizzard Ii,38,10,27,42,47,56,220,Male,Unknown,175 Cm,77 Kg,Donald Gill,Iron Man #223 (1987),Marvel Comics,😈,Adventurer; Former Mercenary And Professional Criminal,-,"Formerly Thunderbolts, Hammer Industries",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/118-blizzard-ii.jpg,1987.0
119,Blob,10,83,23,95,28,72,311,Male,Unknown,178 Cm,230 Kg,Frederick J. Dukes,X-men #3 (1964),Marvel Comics,😈,"Former Criminal, Terrorist, Government Agent, Carnival Performer",-,"X-cell, Formerly X-corps, Magneto's Army, Brotherhood Of Evil Mutants, Freedom Force, Factor Three, Former Partner Of Unus",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/119-blob.jpg,1964.0
120,Bloodaxe,63,80,33,80,100,84,440,Female,Human,218 Cm,495 Kg,Jackie Lukus,(as Jackie Lukus) Thor #392 (as Bloodaxe) Thor #449,Marvel Comics,😈,"Architect, Former Vigilante",-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/120-bloodaxe.jpg,
121,Bloodhawk,50,10,50,80,80,64,334,Male,Mutant,Unknown,Unknown,Lemuel Krug,X-men (2099) #1,Marvel Comics,😇,-,-,"X-peditioners, Formerly X-men, Halo City Protectorate, Oasis",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/121-bloodhawk.jpg,2099.0
126,Blue Beetle Iii,50,34,58,80,100,30,352,Male,Human,Unknown,Unknown,Jaime Reyes,Infinite Crisis #3 (2006),Dc Comics,😇,Student,"El Paso, Texas","Justice League International,posse; Teen Titans",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/126-blue-beetle-iii.jpg,2006.0
127,Boba Fett,63,10,38,36,68,70,285,Male,Human / Clone,183 Cm,Unknown,,-,George Lucas,😈,Bounty Hunter,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/127-boba-fett.jpg,
130,Boom-boom,38,10,12,42,57,64,223,Female,Mutant,165 Cm,55 Kg,Tabitha Smith,Secret Wars Ii #5,Meltdown,😇,"Adventurer, Former Student, Thief",-,"Formerly Utopians, X-men (new Charles Xavier School Member), X-force, X-men, Nextwave, The Underground, Genoshan Mutates, New Mutants, X-terminators (founding Member), X-factor (trainee), Fallen Angels, Beyonder (associate)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/130-boom-boom.jpg,
135,Box Iv,50,75,23,28,11,56,243,-,Unknown,Unknown,Unknown,Madison Jeffries,Alpha Flight #16,Gemini V,😇,"Inventor, Former Soldier",Base Of Operations Unknown,"Alpha Flight, Gamma Flight, Zodiac, Team_weapon_x",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/135-box-iv.jpg,
136,Brainiac,100,95,63,90,60,75,483,Male,Android,198 Cm,135 Kg,Vril Dox,Action Comics #242 (july 1958),Dc Comics,😈,-,-,Lex Luthor,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/136-brainiac.jpg,1958.0
137,Brainiac 5,100,10,23,28,60,32,253,Male,Unknown,170 Cm,61 Kg,Querl Dox,"Brainiac 5's Primary Invention Is His Personal Force-shield Generator. Brainiac 5 Re-discovered The Technical Process Behind Original Brainiac's Force-shield Belt, Which Is Capable Of Generating A Virtually Impervious Field Of Protection. The Belt Must Be",Dc Comics,😇,-,-,Legion Of Super-heroes,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/137-brainiac-5.jpg,
139,Brundlefly,69,32,25,40,27,15,208,Male,Mutant,193 Cm,Unknown,Seth Brundle,The Fly (1986),Unknown,😐,Scientist,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/139-brundlefly.jpg,1986.0
140,Buffy,63,28,42,70,48,60,311,Female,Human,157 Cm,52 Kg,Buffy Anne Summers,Dark Horse Presents 1998 Annual,Dark Horse Comics,😇,Slayer ; (formerly) Waitress ; Doublemeat Palace Employee ; Sunnydale High Counselor,-,"Slayer Army, Scooby Gang, (formerly) The Initiative, Watchers Council",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/140-buffy.jpg,1998.0
141,Bullseye,50,11,25,70,20,70,246,Male,Human,183 Cm,90 Kg,Lester,"Daredevil #131 (march, 1976)",Marvel Comics,😈,"Assassin, Professional Criminal, Former Mercenary",Formerly Avengers Tower; Thunderbolts Mountain,"Formerly Dark Avengers, Thunderbolts, Employee Of Kingpin, Purple Man, Eric Slaughter, Mysterio; Formerly Us Army",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/141-bullseye.jpg,1976.0
142,Bumblebee,63,28,25,10,47,35,208,Female,Human,170 Cm,59 Kg,Karen Beecher,Teen Titans #45,Dc Comics,😇,-,"San Francisco, California","Doom Patrol, S.t.a.r. Labs, Formerly Teen Titans",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/142-bumblebee.jpg,
144,Bushido,38,10,8,10,19,70,155,Male,Human,Unknown,Unknown,Ryuko Orsono,Titans: Secret Files & Origins #2,Dc Comics,😇,-,-,Teen Titans,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/144-bushido.jpg,
145,Cable,88,48,23,56,100,80,395,Male,Mutant,203 Cm,158 Kg,Nathan Summers,New Mutants #86 (as Cable),Marvel Comics,😇,"(current) Adventurer, (former) Freedom Fighter, United States Government Agent, Mercenary, Combat Instructor For X-force","The Xavier Institute, Salem Center, Westchester County, New York","X-force, (former) X-men, Clan Askani, Clan Chosen, Six Pack (formerly Wild Pack Ii)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/145-cable.jpg,
146,Callisto,63,53,23,42,52,85,318,Female,Unknown,175 Cm,74 Kg,Callisto,X-men (first Series) #169,Marvel Comics,😈,-,"The Xavier Institute, Salem Center, Westchester County, New York State, (former) The Alley (beneath Manhattan's Surface), X-factor I's Sentient Starship","Excalibur, Morlocks, Gene Nation",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/146-callisto.jpg,
147,Cameron Hicks,50,10,23,28,51,70,232,Male,Alpha,Unknown,Unknown,,-,Syfy,😇,-,-,Alphas,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/147-cameron-hicks.jpg,
148,Cannonball,50,28,67,99,94,56,394,Male,Unknown,183 Cm,81 Kg,Samuel Zachery Guthrie,Marvel Graphic Novel #4 (1982),Marvel Comics,😇,"Adventurer, Peacekeeper, Former Student, Mercenary, Miner",-,"X-men, Formerly X.s.e., Mutant Liberation Front, X-treme X-men, X-corporation, X-force, New Mutants, Hellions, Hellfire Club",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/148-cannonball.jpg,1982.0
149,Captain America,69,19,38,55,60,100,341,Male,Human,188 Cm,108 Kg,Steve Rogers,Captain America Comics #1 (march 1941),Marvel Comics,😇,"Adventurer, Federal Official, Intelligence Operative; Former Soldier, Hydra Agent, Liaison Between S.h.i.e.l.d. And The Avengers, Police Officer, Teacher, Sparring Partner.",New York City,"Secret Avengers (black Ops Unit Formerly,the Avengers, Secret Avengers (civil War), New Avengers, Formerly The Invaders, Secret Defenders The Redeemers; Formerly Partner Of Bucky, Golden Girl, Rick Jones, Falcon, Demolition-man And Nomad (jack Monroe)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/149-captain-america.jpg,1941.0
150,Captain Atom,81,93,83,90,100,80,527,Male,Human / Radiation,193 Cm,90 Kg,Nathaniel Adam,Captain Atom #1,Dc Comics,😇,Former Soldier,-,"Justice League, Extreme Justice, Super Buddies, Living Assault Weapons, Monarch's Army, United States Air Force",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/150-captain-atom.jpg,
151,Captain Britain,75,77,50,60,31,80,373,Male,Human,198 Cm,116 Kg,Brian Braddock,"Captain Britain #1 (october, 1976)",Marvel Comics,😇,"Adventurer, Formerly King Of Otherworld, Scientist","Lighthouse, Earth Orbit; Starlight Citadel, Otherworld; Formerly Braddock Manor; Braddock Lighthouse, England; New York City (during Exchange Trip, Specifically Peter Parker's Manhattan Apartment); Flat Near Thames University, London","Braddock Academy, Captain Britain Corps, Mi-13; Formerly Excalibur, Hellfire Club (london Branch), Secret Avengers, Court Of Otherworld, Knights Of Pendragon's Ally, Future Iron Man's Team",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/151-captain-britain.jpg,1976.0
152,Captain Cold,50,10,17,20,28,20,145,Male,Human,Unknown,Unknown,Leonard Snart,"Flash Vol 4 #6 (april, 2012)",Dc Comics,😐,Professional Criminal,-,"Justice League, Rogues; Formerly Secret Society Of Super-villains, Injustice League",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/152-captain-cold.jpg,2012.0
154,Captain Hindsight,25,10,83,30,10,20,178,Male,Human,Unknown,Unknown,Jack Brolin,"South Park S14 E11 ""coon 2: Hindsight""",South Park,😇,Former Superhero; News Reporter,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/154-captain-hindsight.jpg,
156,Captain Marvel,88,100,88,95,100,75,546,Male,Human,193 Cm,101 Kg,Billy Batson,Whiz Comics No. 2 (1940),Dc Comics,😇,-,-,"Marvel Family, Justice Society Of America",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/156-captain-marvel.jpg,1940.0
157,Captain Marvel,84,88,71,95,100,90,528,Female,Human-kree,180 Cm,74 Kg,Carol Danvers,Ms. Marvel #1,Binary,😇,"Former National Aeronautics And Space Administration Security Chief, Former Magazine Editor, Former Freelance Writer, Former Military Intelligence Officer.",Avengers Mansion,"Currently Avengers, Former Companion To The X-men (as Carol Danvers), Former Member Of The Starjammers (as Binary), Former Avenger (as Ms. Marvel)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/157-captain-marvel.jpg,
158,Captain Marvel Ii,75,81,27,90,34,56,363,Male,Human,175 Cm,74 Kg,Frederick Christopher Freeman,"Current Incarnation: (as Freddy Freeman) The Power Of Shazam #3 (may, 1995)",Dc Comics,😇,Adventurer,Primarily Fawcett City.,"Marvel Family, Formerly Outsiders And Teen Titans.",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/158-captain-marvel-ii.jpg,1995.0
160,Captain Planet,50,88,75,80,100,60,453,Male,God / Eternal,Unknown,Unknown,,Captain Planet And The Planeteers (tv Series),Marvel Comics,😇,-,-,The Planeteers,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/160-captain-planet.jpg,
162,Carnage,63,63,70,84,88,90,458,Male,Symbiote,185 Cm,86 Kg,Cletus Kasady,"Amazing Spider-man #344 (february, 1991)",Marvel Comics,😈,-,New York City,"Maximum Carnage: (carrion, Shriek, Demogoblin, Doppelganger)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/162-carnage.jpg,1991.0
165,Catwoman,69,11,33,28,27,85,253,Female,Human,175 Cm,61 Kg,Selina Kyle,Detective Comics #569,Dc Comics,😇,Thief,Gotham City,"Batman Family, Outsiders; Formerly Birds Of Prey, Injustice League, Secret Society Of Super-villains",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/165-catwoman.jpg,
167,Century,88,80,53,64,100,100,485,Male,Alien,201 Cm,97 Kg,,"Force Works #1 (july, 1994)",Marvel Comics,😇,"Tracker, Adventurer",-,Force Works,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/167-century.jpg,1994.0
169,Chamber,50,10,20,80,57,64,281,Male,Mutant,175 Cm,63 Kg,Jonothon Evan Starsmore,"Generation X #1 (november, 1994)",Marvel Comics,😇,Adventurer,"Utopia; Formerly New Warriors Hq; Xavier Institute For Higher Learning, Salem Center, Westchester County, New York; Massachusetts Academy, Snow Valley, Massachusetts",X-men; Formerly New Warriors; Clan Akkaba; Weapon X; Generation X,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/169-chamber.jpg,1994.0
170,Chameleon,88,10,12,28,28,28,194,Male,Unknown,Unknown,Unknown,Dmitri Anatoly Smerdyakov Kravinoff,Amazing Spider-man #1,Dc Comics,😈,-,-,"The Exterminators; Formerly Sinister Six, Sinister Twelve",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/170-chameleon.jpg,
171,Changeling,63,10,23,42,64,64,266,Male,Unknown,180 Cm,81 Kg,Kevin Sidney,"Uncanny X-men #35 (august, 1967)",Marvel Comics,😈,"Former Substitute Teacher, Adventurer, Subversive",-,"Formerly X-humed, X-men, Factor Three",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/171-changeling.jpg,1967.0
172,Cheetah,38,8,42,20,32,70,210,Female,Human,163 Cm,50 Kg,Priscilla Rich,Wonder Woman Vol1 #6 (fall 1943),Dc Comics,😈,-,-,Villainy Inc,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/172-cheetah.jpg,1943.0
174,Cheetah Iii,88,100,88,80,78,95,529,Female,Human,175 Cm,54 Kg,Barbara Minerva,Wonder Woman Vol2 #7 (sept 1987),Dc Comics,😈,"Archaeologist, Anthropologist","Nottingham, England","The Society, Injustice League",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/174-cheetah-iii.jpg,1987.0
176,Chuck Norris,50,80,47,56,42,99,374,Male,Unknown,178 Cm,Unknown,Carlos Ray Norris,-,Unknown,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/176-chuck-norris.jpg,
177,Citizen Steel,50,95,33,100,23,60,361,Male,Human,183 Cm,170 Kg,Nathan Heywood,"Justice Society Of America Vol 3 #2 (march, 2007)",Dc Comics,😇,"Adventurer, Former Professional Football Player","Battery Park, New York City, Formerly Franklin County, Ohio",Justice Society Of America,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/177-citizen-steel.jpg,2007.0
178,Claire Bennet,38,9,12,100,90,28,277,Female,Unknown,Unknown,Unknown,Claire Bennet,Heroes S01e01,Nbc - Heroes,😇,"High School Student, Cheerleader","Formerly Odessa, Tx, Costa Verde, Ca",-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/178-claire-bennet.jpg,
180,Cloak,63,10,47,64,100,56,340,Male,Unknown,226 Cm,70 Kg,Tyrone Johnson,Spectacular Spiderman #64,Marvel Comics,😇,Vigilante,"Holy Ghost Church, 42nd Street, New York City","Cloak And Dagger, New Warriors, Marvel Knights",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/180-cloak.jpg,
181,Clock King,75,10,17,10,7,40,159,Male,Human,178 Cm,78 Kg,William Tockman,"World's Finest #111 (august, 1960)",Dc Comics,😈,-,-,"Clockwatchers, Justice League Antarctica, Suicide Squad, Time Foes",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/181-clock-king.jpg,1960.0
185,Colossus,63,83,33,100,45,80,404,Male,Mutant,226 Cm,225 Kg,Piotr Nikolaievitch Rasputin,"Giant-size X-men #1 (may, 1975)",Marvel Comics,😇,"(current) Adventurer, Student, (former) Artist","(current) Professor Charles Xavier's Institute For Higher Learning, Salem Center, Westchester County, New York (former) Muir Isle, Scotland,; A Loft In Soho, Manhattan, Ust-ordynski Collective, Lake Baikal, Siberia, U.s.s.r., X-men Headquarters In Austra","X-men; Formerly Excalibur, Acolytes, Defender",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/185-colossus.jpg,1975.0
