,id,name,slug,powerstats_intelligence,powerstats_strength,powerstats_speed,powerstats_durability,powerstats_power,powerstats_combat,appearance_gender,appearance_race,appearance_height,appearance_weight,appearance_eyeColor,appearance_hairColor,biography_fullName,biography_alterEgos,biography_aliases,biography_placeOfBirth,biography_firstAppearance,biography_publisher,biography_alignment,work_occupation,work_base,connections_groupAffiliation,connections_relatives,images_xs,images_sm,images_md,images_lg
29,37,Aqualad,37-aqualad,63,44,42,75,89,60,Male,Atlantean,"[""5'10"", '178 cm']","['235 lb', '106 kg']",Blue,Black,Garth,No alter egos found.,['-'],"Poseidonis, Atlantis","Adventure Comics #269 (February, 1960)",DC Comics,good,"Adventurer; Magician, former Sidekick",Atlantis,"Aquaman Family; formerly Black Lantern Corps, Sentinels of Magic, Teen Titans","Cerdian (son), Dolphin (wife), Berra (mother), Thar (father), Slizzath (uncle) Donna (grand-daughter)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/37-aqualad.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/37-aqualad.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/37-aqualad.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/37-aqualad.jpg
30,38,Aquaman,38-aquaman,81,85,79,80,100,80,Male,Atlantean,"[""6'1"", '185 cm']","['325 lb', '146 kg']",Blue,Blond,Orin,No alter egos found.,"['Dweller in the Depths', 'Swimmer', 'Waterbearer', 'Mental Man', 'Aquaboy', 'Water Wraith']",Atlantis,"More Fun Comics #73 (November, 1941)",DC Comics,good,"Protector of the Seas and Oceans, King of Poseidonis","Atlantean Royal Palace; Poseidonis, Atlantis","Justice League, Aquaman Family, Atlantean Royal Family; formerly Black Lantern Corps, Justice League International, Justice League Detroit, U.N.","Koryak (son), Arthur Curry, Jr. (son), A.J. (son), Orm Marius (half-brother), Debbie Perkins (half-sister), Drin (adopted brother), Atlanna (mother), Atlan (father), Atlena (aunt), Porm (adopted mother), Tom Curry (adopted father), Mera (wife), Hila (sister-in-law), Haumond (uncle), Kraken (uncle), Honsu (grandfather), Lorelei (grandmother), Manu (ancestor), Nala (ancestor), Fatima (ancestor), Kalunga (ancestor), Gana (ancestor), Fiona (ancestor), Regin (ancestor), Kordax (ancestor), Bazil (ancestor), Cora (ancestor), Illya (ancestor), Dardanus (ancestor), Alloroc (ancestor), Cole (ancestor), Narmea (ancestor), Orin (ancestor), Loma (ancestor), Shalako (ancestor), Thorvall (ancestor)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/38-aquaman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/38-aquaman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/38-aquaman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/38-aquaman.jpg
31,39,Arachne,39-arachne,50,48,50,70,71,70,Female,Human,"[""5'9"", '175 cm']","['140 lb', '63 kg']",Blue,Blond,Julia Carpenter,No alter egos found.,"['Spider-Woman', 'Madame Web']","Los Angeles, California",Marvel Super Heroes Secret Wars #6,Marvel Comics,good,"Adventurer, fugitive, former government agent","Mobile; formerly Denver, Colorado; formerly Avengers Compound, Los Angeles, California","Omega Flight, formerly Commission on Superhuman Activities , Freedom Force , Avengers , Secret Defenders , Force Works , Queen?s Vengeance , West Coast Avengers, Secret Avengers (Civil War)","Rachel Carpenter (daughter), Walter Cornwall (father), Elizabeth Cornwall (mother), Larry Carpenter (ex-husband, deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/39-arachne.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/39-arachne.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/39-arachne.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/39-arachne.jpg
32,40,Archangel,40-archangel,63,13,58,64,35,42,Male,Mutant,"[""6'0"", '183 cm']","['150 lb', '68 kg']",Blue,Blond,Warren Kenneth Worthington III,Angel,"['War', 'Dark Angel', 'Death', 'Avenging Angel']","Centerport, Long Island, New York","X-Men #1 (September, 1963)",Angel,good,"Adventurer, Chairman & principal stockholder of Worthington Industries, Multi-Millionaire, Heir, former terrorist",-,X-Men (founding member); X-Force; Mutantes Sans Fronti?res; Hellfire Club; formerly X-Club (founding member); Death's champions; Secret Defenders; X-Factor/X-Terminators (founding member); Horsemen of Apocalypse; Defenders; Champions of Los Angeles (fou,"Wallace Worthington (paternal ancestor, deceased), Warren Worthington Sr. (paternal grandfather, deceased), Warren Worthington Jr. (father, deceased), Kathryn Worthington (mother, deceased), Burt Worthington (paternal uncle), Mimi (maternal aunt), unnamed distant cousin",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/40-archangel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/40-archangel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/40-archangel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/40-archangel.jpg
33,41,Arclight,41-arclight,38,63,23,42,52,70,Female,,"[""5'8"", '173 cm']","['126 lb', '57 kg']",Violet,Purple,Philippa Sontag,No alter egos found.,['-'],Vietnam,"(In shadow) Uncanny X-Men #210 (1986), (fully) X-Factor #10 (1986)",Marvel Comics,bad,Terrorist,-,"Marauders formerly, 198, Femizons",-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/41-arclight.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/41-arclight.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/41-arclight.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/41-arclight.jpg
34,42,Ardina,42-ardina,63,100,100,80,100,25,Female,Alien,"[""6'4"", '193 cm']","['218 lb', '98 kg']",White,Orange,Ardina,No alter egos found.,['-'],-,The Order #4,Marvel Comics,good,-,-,-,"Norrin Radd (Silver Surfer, clonal source), Clea (creator)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/42-ardina.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/42-ardina.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/42-ardina.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/42-ardina.jpg
35,43,Ares,43-ares,75,82,35,80,84,101,Male,,"[""6'1"", '185 cm']","['600 lb', '270 kg']",Brown,Brown,,No alter egos found.,"['God of War', 'Mister Talon', 'Mars', 'Warhawk']",-,Thor #129,Marvel Comics,good,-,"Avengers Tower, formerly Olympus","Avengers, Mighty Avengers, Olympic Pantheon; Warhawks","Zeus (father), Hera (mother), Enyo (wife), Deimos, Phobos, Alexander (sons), Neptune, Pluto (uncles), Demeter, Hestia (aunts), Hephaestus (brother), Apollo, Dionysus, Hercules, Hermes(half-brothers), Artemis, Pallas Athena, Venus, (half-sisters)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/43-ares.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/43-ares.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/43-ares.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/43-ares.jpg
36,44,Ariel,44-ariel,50,10,12,14,94,28,Female,,"[""5'5"", '165 cm']","['130 lb', '59 kg']",Purple,Pink,Ariel,No alter egos found.,['-'],-,Fallen Angels #1 (1987),Marvel Comics,good,"Leader, refugee alien; former alien mutant-hunter and hedonist",-,"X-Men, Formerly Fallen Angels",-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/44-ariel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/44-ariel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/44-ariel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/44-ariel.jpg
37,45,Armor,45-armor,50,63,12,80,55,54,Female,,"[""5'4"", '163 cm']","['112 lb', '50 kg']",Black,Black,Hisako Ichiki,No alter egos found.,"['X-Girl', 'Kid']",-,Astonishing X-Men #4 (2004),Marvel Comics,good,"Adventurer, student",-,"X-Men, formerly: Xavier Institute Student Body, New X-Men",-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/45-armor.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/45-armor.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/45-armor.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/45-armor.jpg
38,48,Atlas,48-atlas,63,80,25,100,98,50,Male,Mutant,"[""6'0"", '183 cm']","['225 lb', '101 kg']",Brown,Red,Erik Josten,"Goliath, Power Man, Smuggler","['Power Man', 'Smuggler', 'Goliath', 'Shatterfist', 'Intruder from Beyond', 'Edward Jantzen']","Milwaukee, Wisconsin",Incredible Hulk #449,Goliath,good,"Adventurer; former professional criminal, mercenary, dock worker, soldier",-,"Thunderbolts, formerly Revengers, Defenders (New Jersey Initiative team), Masters of Evil, Maggia, Grim Reaper's Lethal Legion, Mandarin's Minions, Emissaries of Evil; former partner of Citizen V (Dallas Riordan) and Swordsman, Count Nefaria's Lethal Legi","Unidentified parents (deceased), Carl (brother, deceased), Conrad (brother), Lindy (sister, deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/48-atlas.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/48-atlas.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/48-atlas.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/48-atlas.jpg
39,49,Atlas,49-atlas,63,100,42,100,27,80,Male,God / Eternal,"[""6'6"", '198 cm']","['280 lb', '126 kg']",Blue,Brown,,No alter egos found.,"['Atlas the Great', 'Atlas the Untamed']",Crystal Mountain,Action Comics #121,DC Comics,bad,-,"Formely; Hyssa, Metropolis",-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/49-atlas.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/49-atlas.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/49-atlas.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/49-atlas.jpg
40,52,Atom Girl,52-atom-girl,38,10,23,28,38,42,Female,,"[""5'6"", '168 cm']","['120 lb', '54 kg']",Black,Black,Salu Digby,No alter egos found.,['Shrinking Violet'],-,Teen Titans/Legion Special #1 (2004),DC Comics,good,-,"United Planets, 31st century",Legion of Super-Heroes,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/52-atom-girl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/52-atom-girl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/52-atom-girl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/52-atom-girl.jpg
41,53,Atom II,53-atom-ii,88,10,33,45,40,60,Male,Human,"[""6'0"", '183 cm']","['180 lb', '81 kg']",Brown,Auburn,Ray Palmer,No alter egos found.,"['The Mighty Mite', 'the Tiny Titan', ""the World's Smallest Hero""]",-,Showcase #34,DC Comics,good,Physics Professor,Ivy Town,"Justice League of America, formerly; Suicide Squad, Teen Titans","Jean Loring (ex-wife, deceased), Princess Laethwen (wife, deceased), Danny Palmer (brother, deceased), David Palmer (father), Susan Palmer (mother, deceased), David Palmer (uncle)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/53-atom-ii.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/53-atom-ii.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/53-atom-ii.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/53-atom-ii.jpg
42,56,Aurora,56-aurora,63,10,96,60,74,56,Female,Mutant,"[""5'11"", '180 cm']","['140 lb', '63 kg']",Blue,Black,Jeanne-Marie Beaubier,No alter egos found.,['Sister Beaubier'],"Montreal, Quebec, Canada",X-Men #121 (1979),Marvel Comics,good,"Adventurer; former terrorist, nun, history/geography teacher","Laval, Quebec, Canada","Alpha Flight, Alpha Flight (Space Program), Royal Canadian Mounted Police; formerly Weapon X, ally of the Havok's Brotherhood, Headbangers , Children of the Vault, X-Men (interim member)","Jean-Baptiste Beaubier (father, deceased), unidentified mother (deceased), Jean-Paul Beaubier (Northstar, twin brother) Joanna Beaubier (adopted niece, deceased); Lois and Genevieve Martin (first cousins once removed/adopted parents, deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/56-aurora.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/56-aurora.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/56-aurora.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/56-aurora.jpg
43,57,Azazel,57-azazel,50,11,47,95,100,80,Male,Neyaphem,"[""6'0"", '183 cm']","['149 lb', '67 kg']",Yellow,Black,,No alter egos found.,"['Semihazah', 'Duma', 'Keriel', 'Mastema', 'Beliar', 'Gadreel', 'Beelzebub', 'Satan']","Isla des Demonas, Caribbean Sea",Uncanny X-Men #428 (2003),Marvel Comics,bad,Leader of the Neyaphem,"Brimstone Dimension; formerly La Isla des Demonas, Bermuda",-,"Kurt Wagner (Nightcrawler, son), Nils Styger (Abyss, son), Kiwi Black (son), numberous other offspring (deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/57-azazel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/57-azazel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/57-azazel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/57-azazel.jpg
44,58,Azrael,58-azrael,63,18,17,20,35,80,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",Brown,Black,Michael Washington Lane,No alter egos found.,['Bat-Devil; Bat-Ghost'],Gotham City,"Batman #672 (February, 2008)",DC Comics,good,"Former Police Officer, vigilante",-,Order of St. Dumas; formerly Gotham City Police Department; Three Ghosts of Batman,"Mitchell Lane (father; deceased), Barbara Lane (mother; deceased), Marion Lane (brother; deceased), Gwendolyn Lane (sister; deceased), Chante Coles (wife; deceased), Henry Mitchell Lane (son; deceased), Jenny Lane (Sister-in-law)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/58-azrael.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/58-azrael.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/58-azrael.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/58-azrael.jpg
45,60,Bane,60-bane,88,38,23,56,51,95,Male,Human,"[""6'8"", '203 cm']","['400 lb', '180 kg']",-,-,,No alter egos found.,['-'],-,"Batman: Vengeance of Bane #1 (January, 1993)",DC Comics,bad,-,Santa Prisca,"Suicide Squad, The Secret Society of Super Villains",King Snake (father),https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/60-bane.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/60-bane.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/60-bane.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/60-bane.jpg
46,61,Banshee,61-banshee,50,10,58,40,63,70,Male,Human,"[""6'0"", '183 cm']","['170 lb', '77 kg']",Green,Strawberry Blond,Sean Cassidy,No alter egos found.,['Death'],"Cassidy Keep, Ireland","X-Men #28 (January, 1967)",Marvel Comics,good,"Currently founder and director of operation for X-Corps, formerly Adventurer and Headmaster at the Massachusetts Academy, in charge of Generation X, Interpol Inspector and Agent, freelance detective, professional criminal, involuntary operative for Factor","Muir Island, off the coast of Scotland. formerly Massachusetts Academy; Xavier Institute","Currently X-Corps, formerly Generation X, Factor Three, X-Men","Maeve Rourke Cassidy (wife, deceased), Thomas (Black Tom, cousin), Theresa Rourke (Siryn, daughter)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/61-banshee.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/61-banshee.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/61-banshee.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/61-banshee.jpg
47,62,Bantam,62-bantam,25,53,23,54,21,56,Male,,"[""5'5"", '165 cm']","['119 lb', '54 kg']",Brown,Black,Roberto Velasquez,No alter egos found.,['-'],-,"Civil War: Front Line #3 (September, 2006)",Marvel Comics,good,"Adventurer, boxing trainer, former boxer",-,"Captain America, Pro-Registration forces",-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/62-bantam.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/62-bantam.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/62-bantam.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/62-bantam.jpg
48,63,Batgirl,63-batgirl,88,11,33,40,34,90,Female,Human,"[""5'7"", '170 cm']","['126 lb', '57 kg']",Green,Red,Barbara Gordon,Oracle,"['Oracle', 'Bluebelle']",-,Detective Comics #359,Oracle,good,-,"Gotham City, formerly Metropolis, Platinum Flats",-,"James Gordon (father) ? Barbara Eileen (mother) ? James Gordon, Jr. (brother)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/63-batgirl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/63-batgirl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/63-batgirl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/63-batgirl.jpg
49,66,Batgirl IV,66-batgirl-iv,69,12,27,56,46,100,Female,Human,"[""5'5"", '165 cm']","['115 lb', '52 kg']",Green,Black,Cassandra Cain,No alter egos found.,"['Kasumi', 'various mundane persona,']",League of Assassins (exact base is unknown),Batman: Legends of the Dark Knight #120,DC Comics,good,-,Gotham City; Bl?dhaven; Tibet; New York City,"Titans East, League of Assassins, Batman Family, Justice League Elite, Young Justice","David Cain (father), Lady Shiva (mother), Carolyn (aunt, deceased), Annalea (sibling, deceased), 'The Mad Dog' (sibling)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/66-batgirl-iv.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/66-batgirl-iv.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/66-batgirl-iv.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/66-batgirl-iv.jpg
50,68,Batgirl VI,68-batgirl-vi,75,10,23,28,22,80,Female,,"[""5'6"", '168 cm']","['135 lb', '61 kg']",Blue,Blond,Stephanie Brown,Spoiler,"['Steph', 'Robin', 'Marion Todd', 'Spoiler']",-,Detective Comics #647. As Batgirl in Batgirl (Volume 3) #1. (2009),Spoiler,good,College student at Gotham University,"Gotham Heights, Gotham City","The Batman Family, formerly the Birds of Prey, Tim Drake (on-and-off boyfriend)","Arthur Brown (The Cluemaster, father), Crystal Brown (mother), unnamed daughter (given up for adoption)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/68-batgirl-vi.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/68-batgirl-vi.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/68-batgirl-vi.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/68-batgirl-vi.jpg
51,69,Batman,69-batman,81,40,29,55,63,90,Male,Human,"[""5'10"", '178 cm']","['170 lb', '77 kg']",Blue,Black,Terry McGinnis,No alter egos found.,"['Batman II', 'The Tomorrow Knight', 'The second Dark Knight', 'The Dark Knight of Tomorrow', 'Batman Beyond']","Gotham City, 25th Century",Batman Beyond #1,DC Comics,good,-,21st Century Gotham City,"Batman Family, Justice League Unlimited","Bruce Wayne (biological father), Warren McGinnis (father, deceased), Mary McGinnis (mother), Matt McGinnis (brother)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/69-batman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/69-batman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/69-batman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/69-batman.jpg
52,70,Batman,70-batman,100,26,27,50,47,100,Male,Human,"[""6'2"", '188 cm']","['210 lb', '95 kg']",blue,black,Bruce Wayne,No alter egos found.,"['Insider', 'Matches Malone']","Crest Hill, Bristol Township; Gotham County",Detective Comics #27,DC Comics,good,Businessman,"Batcave, Stately Wayne Manor, Gotham City; Hall of Justice, Justice League Watchtower","Batman Family, Batman Incorporated, Justice League, Outsiders, Wayne Enterprises, Club of Heroes, formerly White Lantern Corps, Sinestro Corps","Damian Wayne (son), Dick Grayson (adopted son), Tim Drake (adopted son), Jason Todd (adopted son), Cassandra Cain (adopted ward)
Martha Wayne (mother, deceased), Thomas Wayne (father, deceased), Alfred Pennyworth (former guardian), Roderick Kane (grandfather, deceased), Elizabeth Kane (grandmother, deceased), Nathan Kane (uncle, deceased), Simon Hurt (ancestor), Wayne Family",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/70-batman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/70-batman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/70-batman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/70-batman.jpg
53,71,Batman II,71-batman-ii,88,11,33,28,36,100,Male,Human,"[""5'10"", '178 cm']","['175 lb', '79 kg']",Blue,Black,Dick Grayson,"Nightwing, Robin",['Dick Grayson'],-,-,Nightwing,good,-,"Gotham City; formerly Bludhaven, New York City","Justice League Of America, Batman Family","John Grayson (father, deceased), Mary Grayson (mother, deceased), Bruce Wayne / Batman (adoptive father), Damian Wayne / Robin (foster brother), Jason Todd / Red Hood (adoptive brother), Tim Drake / Red Robin (adoptive brother), Cassandra Cain / Batgirl IV (adoptive sister)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/71-batman-ii.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/71-batman-ii.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/71-batman-ii.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/71-batman-ii.jpg
